sensor,min,max,avg,total,start,end
ANE,0.0,17.6,4.513684210526318,0.8400000000000001,2018-03-26T02:00:00.000+02:00,2018-03-27T02:00:00.000+02:00
ANE,0.0,26.4,4.533333333333333,0.0,2018-03-27T02:00:00.000+02:00,2018-03-28T02:00:00.000+02:00
ANE,0.0,19.2,5.655895196506551,0.0,2018-03-28T02:00:00.000+02:00,2018-03-29T02:00:00.000+02:00
ANE,0.0,28.8,8.466666666666669,0.0,2018-03-29T02:00:00.000+02:00,2018-03-30T02:00:00.000+02:00
ANE,0.0,32.0,7.109170305676851,0.8400000000000001,2018-03-30T02:00:00.000+02:00,2018-03-31T02:00:00.000+02:00
ANE,0.0,34.4,6.13913043478261,11.19,2018-03-31T02:00:00.000+02:00,2018-04-01T02:00:00.000+02:00
ANE,0.0,26.4,6.239301310043664,0.28,2018-04-01T02:00:00.000+02:00,2018-04-02T02:00:00.000+02:00
ANE,0.0,24.8,5.828054298642539,0.0,2018-04-02T02:00:00.000+02:00,2018-04-03T02:00:00.000+02:00
ANE,0.0,14.4,4.338864628820958,0.0,2018-04-03T02:00:00.000+02:00,2018-04-04T02:00:00.000+02:00
ANE,0.0,21.6,4.7508771929824585,0.56,2018-04-04T02:00:00.000+02:00,2018-04-05T02:00:00.000+02:00
ANE,0.0,29.6,4.401716738197424,5.029999999999999,2018-04-05T02:00:00.000+02:00,2018-04-06T02:00:00.000+02:00
ANE,0.0,15.2,4.101754385964914,0.0,2018-04-06T02:00:00.000+02:00,2018-04-07T02:00:00.000+02:00
ANE,0.0,18.4,3.378165938864629,0.0,2018-04-07T02:00:00.000+02:00,2018-04-08T02:00:00.000+02:00
ANE,0.0,20.0,3.1754385964912264,0.0,2018-04-08T02:00:00.000+02:00,2018-04-09T02:00:00.000+02:00
ANE,0.0,43.2,11.036279069767442,31.299999999999994,2018-04-09T02:00:00.000+02:00,2018-04-10T02:00:00.000+02:00
ANE,0.0,20.8,4.911304347826085,0.28,2018-04-10T02:00:00.000+02:00,2018-04-11T02:00:00.000+02:00
ANE,0.0,20.0,5.115789473684211,0.56,2018-04-11T02:00:00.000+02:00,2018-04-12T02:00:00.000+02:00
ANE,0.0,25.6,5.977292576419214,0.56,2018-04-12T02:00:00.000+02:00,2018-04-13T02:00:00.000+02:00
ANE,0.0,21.6,5.017543859649124,0.0,2018-04-13T02:00:00.000+02:00,2018-04-14T02:00:00.000+02:00
ANE,0.0,12.8,4.537991266375545,0.0,2018-04-14T02:00:00.000+02:00,2018-04-15T02:00:00.000+02:00
ANE,0.0,16.8,4.33333333333333,0.0,2018-04-15T02:00:00.000+02:00,2018-04-16T02:00:00.000+02:00
ANE,0.0,20.0,5.177292576419209,0.0,2018-04-16T02:00:00.000+02:00,2018-04-17T02:00:00.000+02:00
ANE,0.0,20.8,4.007048458149779,0.0,2018-04-17T02:00:00.000+02:00,2018-04-18T02:00:00.000+02:00
ANE,0.0,14.4,4.049557522123892,0.0,2018-04-18T02:00:00.000+02:00,2018-04-19T02:00:00.000+02:00
ANE,0.0,24.0,5.702202643171806,0.0,2018-04-19T02:00:00.000+02:00,2018-04-20T02:00:00.000+02:00
ANE,0.0,19.2,4.796506550218341,0.0,2018-04-20T02:00:00.000+02:00,2018-04-21T02:00:00.000+02:00
ANE,0.0,18.4,4.486343612334803,0.0,2018-04-21T02:00:00.000+02:00,2018-04-22T02:00:00.000+02:00
ANE,0.0,20.8,5.578947368421055,0.0,2018-04-22T02:00:00.000+02:00,2018-04-23T02:00:00.000+02:00
ANE,0.0,20.0,5.351965065502181,0.0,2018-04-23T02:00:00.000+02:00,2018-04-24T02:00:00.000+02:00
ANE,0.0,16.8,4.287719298245613,0.0,2018-04-24T02:00:00.000+02:00,2018-04-25T02:00:00.000+02:00
ANE,0.0,20.0,4.771929824561403,0.0,2018-04-25T02:00:00.000+02:00,2018-04-26T02:00:00.000+02:00
ANE,0.0,23.2,5.149344978165937,0.0,2018-04-26T02:00:00.000+02:00,2018-04-27T02:00:00.000+02:00
ANE,0.0,15.2,4.13511111111111,0.0,2018-04-27T02:00:00.000+02:00,2018-04-28T02:00:00.000+02:00
ANE,0.0,14.4,3.6561403508771906,0.0,2018-04-28T02:00:00.000+02:00,2018-04-29T02:00:00.000+02:00
ANE,0.0,20.0,5.306550218340612,0.0,2018-04-29T02:00:00.000+02:00,2018-04-30T02:00:00.000+02:00
ANE,0.0,20.8,6.071615720524016,0.0,2018-04-30T02:00:00.000+02:00,2018-05-01T02:00:00.000+02:00
ANE,0.0,11.2,4.391266375545855,0.28,2018-05-01T02:00:00.000+02:00,2018-05-02T02:00:00.000+02:00
ANE,0.8,16.8,5.382456140350876,0.0,2018-05-02T02:00:00.000+02:00,2018-05-03T02:00:00.000+02:00
ANE,0.0,19.2,4.265517241379307,2.5200000000000005,2018-05-03T02:00:00.000+02:00,2018-05-04T02:00:00.000+02:00
ANE,0.0,20.8,4.974672489082969,2.5200000000000005,2018-05-04T02:00:00.000+02:00,2018-05-05T02:00:00.000+02:00
ANE,0.0,13.6,3.479475982532753,0.56,2018-05-05T02:00:00.000+02:00,2018-05-06T02:00:00.000+02:00
ANE,0.0,16.0,4.098245614035086,0.28,2018-05-06T02:00:00.000+02:00,2018-05-07T02:00:00.000+02:00
ANE,0.0,16.8,3.9896103896103896,1.12,2018-05-07T02:00:00.000+02:00,2018-05-08T02:00:00.000+02:00
ANE,0.0,15.2,3.2214285714285706,29.349999999999998,2018-05-08T02:00:00.000+02:00,2018-05-09T02:00:00.000+02:00
ANE,0.0,18.4,3.5453744493392048,17.05,2018-05-09T02:00:00.000+02:00,2018-05-10T02:00:00.000+02:00
ANE,0.0,24.8,4.562831858407079,5.03,2018-05-10T02:00:00.000+02:00,2018-05-11T02:00:00.000+02:00
ANE,0.0,20.0,5.7592920353982295,0.0,2018-05-11T02:00:00.000+02:00,2018-05-12T02:00:00.000+02:00
ANE,0.0,25.6,4.694736842105265,0.0,2018-05-12T02:00:00.000+02:00,2018-05-13T02:00:00.000+02:00
ANE,0.0,18.4,5.746086956521737,4.19,2018-05-13T02:00:00.000+02:00,2018-05-14T02:00:00.000+02:00
ANE,0.0,24.8,8.350877192982454,0.28,2018-05-14T02:00:00.000+02:00,2018-05-15T02:00:00.000+02:00
ANE,0.0,19.2,5.708296943231441,12.309999999999999,2018-05-15T02:00:00.000+02:00,2018-05-16T02:00:00.000+02:00
ANE,0.0,20.0,4.890829694323138,0.28,2018-05-16T02:00:00.000+02:00,2018-05-17T02:00:00.000+02:00
ANE,0.0,22.4,5.168421052631575,0.0,2018-05-17T02:00:00.000+02:00,2018-05-18T02:00:00.000+02:00
ANE,0.0,17.6,4.799999999999999,0.0,2018-05-18T02:00:00.000+02:00,2018-05-19T02:00:00.000+02:00
ANE,0.0,15.2,5.0235807860262,0.0,2018-05-19T02:00:00.000+02:00,2018-05-20T02:00:00.000+02:00
ANE,0.0,18.4,5.324017467248914,0.0,2018-05-20T02:00:00.000+02:00,2018-05-21T02:00:00.000+02:00
ANE,0.0,15.2,3.8414096916299543,0.28,2018-05-21T02:00:00.000+02:00,2018-05-22T02:00:00.000+02:00
ANE,0.0,26.4,6.267248908296941,2.8,2018-05-22T02:00:00.000+02:00,2018-05-23T02:00:00.000+02:00
ANE,0.0,20.8,4.59559471365639,5.59,2018-05-23T02:00:00.000+02:00,2018-05-24T02:00:00.000+02:00
ANE,0.0,20.8,5.3305699481865245,0.0,2018-05-24T02:00:00.000+02:00,2018-05-25T02:00:00.000+02:00
ANE,0.0,19.2,4.961403508771928,0.0,2018-05-25T02:00:00.000+02:00,2018-05-26T02:00:00.000+02:00
ANE,0.0,18.4,4.494736842105261,0.0,2018-05-26T02:00:00.000+02:00,2018-05-27T02:00:00.000+02:00
ANE,0.0,18.4,3.9647577092511024,0.0,2018-05-27T02:00:00.000+02:00,2018-05-28T02:00:00.000+02:00
ANE,0.0,19.2,4.434517766497463,0.0,2018-05-28T02:00:00.000+02:00,2018-05-29T02:00:00.000+02:00
ANE,0.0,16.0,4.30308370044053,0.0,2018-05-29T02:00:00.000+02:00,2018-05-30T02:00:00.000+02:00
ANE,0.0,16.8,5.1353711790393035,0.0,2018-05-30T02:00:00.000+02:00,2018-05-31T02:00:00.000+02:00
ANE,0.0,23.2,5.757205240174672,0.0,2018-05-31T02:00:00.000+02:00,2018-06-01T02:00:00.000+02:00
ANE,0.0,17.6,4.960698689956334,0.0,2018-06-01T02:00:00.000+02:00,2018-06-02T02:00:00.000+02:00
ANE,0.0,16.8,5.249122807017547,0.0,2018-06-02T02:00:00.000+02:00,2018-06-03T02:00:00.000+02:00
ANE,0.0,16.0,4.524017467248909,0.0,2018-06-03T02:00:00.000+02:00,2018-06-04T02:00:00.000+02:00
ANE,0.0,20.8,5.862008733624458,0.0,2018-06-04T02:00:00.000+02:00,2018-06-05T02:00:00.000+02:00
ANE,0.0,24.8,6.4556521739130455,1.4000000000000001,2018-06-05T02:00:00.000+02:00,2018-06-06T02:00:00.000+02:00
ANE,0.0,18.4,5.4497816593886474,0.0,2018-06-06T02:00:00.000+02:00,2018-06-07T02:00:00.000+02:00
ANE,0.0,24.8,5.431390134529144,4.75,2018-06-07T02:00:00.000+02:00,2018-06-08T02:00:00.000+02:00
ANE,0.0,13.6,3.7180327868852463,0.0,2018-06-19T02:00:00.000+02:00,2018-06-20T02:00:00.000+02:00
ANE,0.0,24.0,6.350769230769224,0.0,2018-06-20T02:00:00.000+02:00,2018-06-21T02:00:00.000+02:00
ANE,0.0,27.2,6.165853658536587,0.0,2018-06-21T02:00:00.000+02:00,2018-06-22T02:00:00.000+02:00
ANE,0.0,20.8,4.75195195195195,0.0,2018-06-22T02:00:00.000+02:00,2018-06-23T02:00:00.000+02:00
ANE,0.0,17.6,4.747305389221562,0.0,2018-06-23T02:00:00.000+02:00,2018-06-24T02:00:00.000+02:00
ANE,0.0,20.0,5.8330330330330336,0.0,2018-06-24T02:00:00.000+02:00,2018-06-25T02:00:00.000+02:00
ANE,0.0,25.6,5.345345345345345,0.8400000000000001,2018-06-25T02:00:00.000+02:00,2018-06-26T02:00:00.000+02:00
ANE,0.8,23.2,8.514114114114118,0.0,2018-06-26T02:00:00.000+02:00,2018-06-27T02:00:00.000+02:00
ANE,0.8,28.8,9.886060606060608,0.0,2018-06-27T02:00:00.000+02:00,2018-06-28T02:00:00.000+02:00
ANE,0.0,26.4,7.381931464174456,1.68,2018-06-28T02:00:00.000+02:00,2018-06-29T02:00:00.000+02:00
ANE,0.0,23.2,6.271044776119401,0.0,2018-06-29T02:00:00.000+02:00,2018-06-30T02:00:00.000+02:00
ANE,0.0,17.6,5.458258258258256,0.0,2018-06-30T02:00:00.000+02:00,2018-07-01T02:00:00.000+02:00
ANE,0.0,20.8,4.62409638554217,0.0,2018-07-01T02:00:00.000+02:00,2018-07-02T02:00:00.000+02:00
ANE,0.0,24.0,6.59346405228758,0.0,2018-07-02T02:00:00.000+02:00,2018-07-03T02:00:00.000+02:00
ANE,0.0,19.2,5.495890410958904,0.0,2018-07-03T02:00:00.000+02:00,2018-07-04T02:00:00.000+02:00
ANE,0.0,24.0,5.817948717948713,0.0,2018-07-04T02:00:00.000+02:00,2018-07-05T02:00:00.000+02:00
ANE,0.0,25.6,6.7165644171779135,0.0,2018-07-05T02:00:00.000+02:00,2018-07-06T02:00:00.000+02:00
ANE,0.0,26.4,6.314733542319753,0.0,2018-07-06T02:00:00.000+02:00,2018-07-07T02:00:00.000+02:00
ANE,0.0,20.0,7.141818181818188,0.0,2018-07-07T02:00:00.000+02:00,2018-07-08T02:00:00.000+02:00
ANE,0.0,23.2,6.474474474474477,0.0,2018-07-08T02:00:00.000+02:00,2018-07-09T02:00:00.000+02:00
ANE,0.0,23.2,5.959748427672958,0.0,2018-07-09T02:00:00.000+02:00,2018-07-10T02:00:00.000+02:00
ANE,0.0,20.8,5.7868421052631565,0.0,2018-07-10T02:00:00.000+02:00,2018-07-11T02:00:00.000+02:00
ANE,0.0,28.0,6.570270270270262,0.0,2018-07-11T02:00:00.000+02:00,2018-07-12T02:00:00.000+02:00
ANE,0.0,22.4,5.7027777777777775,0.0,2018-07-12T02:00:00.000+02:00,2018-07-13T02:00:00.000+02:00
ANE,0.0,22.4,5.132903225806447,0.0,2018-07-13T02:00:00.000+02:00,2018-07-14T02:00:00.000+02:00
ANE,0.0,19.2,5.020359281437125,0.0,2018-07-14T02:00:00.000+02:00,2018-07-15T02:00:00.000+02:00
ANE,0.0,21.6,5.475075075075075,0.0,2018-07-15T02:00:00.000+02:00,2018-07-16T02:00:00.000+02:00
ANE,0.0,28.8,5.236653386454188,20.68,2018-07-16T02:00:00.000+02:00,2018-07-17T02:00:00.000+02:00
ANE,0.0,24.0,6.387832699619769,2.24,2018-07-17T02:00:00.000+02:00,2018-07-18T02:00:00.000+02:00
ANE,0.0,22.4,5.650557620817843,0.0,2018-07-18T02:00:00.000+02:00,2018-07-19T02:00:00.000+02:00
ANE,0.0,23.2,5.689156626506023,0.0,2018-07-19T02:00:00.000+02:00,2018-07-20T02:00:00.000+02:00
ANE,0.0,24.0,5.328440366972482,0.0,2018-07-20T02:00:00.000+02:00,2018-07-21T02:00:00.000+02:00
ANE,0.0,29.6,7.037125748502994,0.0,2018-07-21T02:00:00.000+02:00,2018-07-22T02:00:00.000+02:00
ANE,0.0,24.0,6.154954954954958,0.0,2018-07-22T02:00:00.000+02:00,2018-07-23T02:00:00.000+02:00
ANE,0.0,29.6,7.4467289719626155,6.99,2018-07-23T02:00:00.000+02:00,2018-07-24T02:00:00.000+02:00
ANE,0.8,29.6,6.914803625377637,0.0,2018-07-24T02:00:00.000+02:00,2018-07-25T02:00:00.000+02:00
ANE,0.8,25.6,6.115662650602409,0.0,2018-07-25T02:00:00.000+02:00,2018-07-26T02:00:00.000+02:00
ANE,0.0,20.0,5.5832835820895514,8.38,2018-07-26T02:00:00.000+02:00,2018-07-27T02:00:00.000+02:00
ANE,0.0,21.6,5.787951807228919,0.0,2018-07-27T02:00:00.000+02:00,2018-07-28T02:00:00.000+02:00
ANE,0.0,19.2,5.614328358208953,0.0,2018-07-28T02:00:00.000+02:00,2018-07-29T02:00:00.000+02:00
ANE,0.0,18.4,5.53513513513513,0.0,2018-07-29T02:00:00.000+02:00,2018-07-30T02:00:00.000+02:00
ANE,0.0,18.4,4.8383233532934105,0.0,2018-07-30T02:00:00.000+02:00,2018-07-31T02:00:00.000+02:00
ANE,0.0,22.4,5.119033232628398,0.0,2018-07-31T02:00:00.000+02:00,2018-08-01T02:00:00.000+02:00
ANE,0.0,17.6,5.058682634730541,0.0,2018-08-01T02:00:00.000+02:00,2018-08-02T02:00:00.000+02:00
ANE,0.0,22.4,5.7940119760479005,0.0,2018-08-02T02:00:00.000+02:00,2018-08-03T02:00:00.000+02:00
ANE,0.0,36.0,5.173493975903619,0.56,2018-08-03T02:00:00.000+02:00,2018-08-04T02:00:00.000+02:00
ANE,0.0,20.8,4.535757575757578,3.3499999999999996,2018-08-04T02:00:00.000+02:00,2018-08-05T02:00:00.000+02:00
ANE,0.0,22.4,5.857057057057057,0.0,2018-08-05T02:00:00.000+02:00,2018-08-06T02:00:00.000+02:00
ANE,0.0,17.6,5.211976047904191,0.0,2018-08-06T02:00:00.000+02:00,2018-08-07T02:00:00.000+02:00
ANE,0.0,23.2,5.566366366366364,0.0,2018-08-07T02:00:00.000+02:00,2018-08-08T02:00:00.000+02:00
ANE,0.0,20.8,4.746987951807229,0.56,2018-08-08T02:00:00.000+02:00,2018-08-09T02:00:00.000+02:00
ANE,0.0,18.4,5.6000000000000005,0.0,2018-08-09T02:00:00.000+02:00,2018-08-10T02:00:00.000+02:00
ANE,0.0,20.0,5.4464396284829695,0.0,2018-08-10T02:00:00.000+02:00,2018-08-11T02:00:00.000+02:00
ANE,0.0,24.0,5.7748502994012005,0.0,2018-08-11T02:00:00.000+02:00,2018-08-12T02:00:00.000+02:00
ANE,0.0,20.8,5.5140298507462715,0.0,2018-08-12T02:00:00.000+02:00,2018-08-13T02:00:00.000+02:00
ANE,0.0,21.6,5.604790419161679,0.0,2018-08-13T02:00:00.000+02:00,2018-08-14T02:00:00.000+02:00
ANE,0.0,19.2,4.372537313432839,4.76,2018-08-14T02:00:00.000+02:00,2018-08-15T02:00:00.000+02:00
ANE,0.0,18.4,4.984615384615386,10.06,2018-08-15T02:00:00.000+02:00,2018-08-16T02:00:00.000+02:00
ANE,0.0,20.0,4.949999999999998,0.0,2018-08-28T02:00:00.000+02:00,2018-08-29T02:00:00.000+02:00
ANE,0.0,23.2,4.881927710843374,0.0,2018-08-29T02:00:00.000+02:00,2018-08-30T02:00:00.000+02:00
ANE,0.0,20.8,5.144910179640717,0.0,2018-08-30T02:00:00.000+02:00,2018-08-31T02:00:00.000+02:00
ANE,0.0,23.2,5.7910447761194,16.21,2018-08-31T02:00:00.000+02:00,2018-09-01T02:00:00.000+02:00
ANE,0.0,24.8,6.5265671641791005,15.65,2018-09-01T02:00:00.000+02:00,2018-09-02T02:00:00.000+02:00
ANE,0.0,23.2,5.389221556886229,0.0,2018-09-02T02:00:00.000+02:00,2018-09-03T02:00:00.000+02:00
ANE,0.0,18.4,4.863030303030303,0.0,2018-09-03T02:00:00.000+02:00,2018-09-04T02:00:00.000+02:00
ANE,0.0,20.8,4.375586854460094,0.0,2018-09-04T02:00:00.000+02:00,2018-09-05T02:00:00.000+02:00
ANE,0.0,20.8,6.0949152542372875,0.0,2018-09-05T02:00:00.000+02:00,2018-09-06T02:00:00.000+02:00
ANE,0.0,20.8,5.117538461538461,0.0,2018-09-06T02:00:00.000+02:00,2018-09-07T02:00:00.000+02:00
ANE,0.0,20.0,4.689908256880734,2.5200000000000005,2018-09-07T02:00:00.000+02:00,2018-09-08T02:00:00.000+02:00
ANE,0.0,25.6,4.76626506024096,0.0,2018-09-08T02:00:00.000+02:00,2018-09-09T02:00:00.000+02:00
ANE,0.0,20.0,4.538138138138137,0.0,2018-09-09T02:00:00.000+02:00,2018-09-10T02:00:00.000+02:00
ANE,0.0,20.8,4.565137614678897,0.0,2018-09-10T02:00:00.000+02:00,2018-09-11T02:00:00.000+02:00
ANE,0.0,16.0,4.390303030303027,0.0,2018-09-11T02:00:00.000+02:00,2018-09-12T02:00:00.000+02:00
ANE,0.0,16.0,4.625867507886429,0.0,2018-09-12T02:00:00.000+02:00,2018-09-13T02:00:00.000+02:00
ANE,0.0,20.0,4.65526315789474,0.28,2018-09-13T02:00:00.000+02:00,2018-09-14T02:00:00.000+02:00
ANE,0.0,24.0,5.238323353293412,0.0,2018-09-14T02:00:00.000+02:00,2018-09-15T02:00:00.000+02:00
ANE,0.0,20.0,4.4447129909365515,0.0,2018-09-15T02:00:00.000+02:00,2018-09-16T02:00:00.000+02:00
ANE,0.0,13.6,4.076417910447759,0.0,2018-09-16T02:00:00.000+02:00,2018-09-17T02:00:00.000+02:00
ANE,0.0,24.8,5.039274924471298,0.0,2018-09-17T02:00:00.000+02:00,2018-09-18T02:00:00.000+02:00
ANE,0.0,14.4,3.9037037037037043,4.76,2018-09-18T02:00:00.000+02:00,2018-09-19T02:00:00.000+02:00
ANE,0.0,12.8,3.5809523809523793,5.04,2018-09-19T02:00:00.000+02:00,2018-09-20T02:00:00.000+02:00
ANE,0.0,10.4,3.445502645502643,2.2399999999999998,2018-09-20T02:00:00.000+02:00,2018-09-21T02:00:00.000+02:00
ANE,0.0,11.2,3.4344186046511647,0.28,2018-09-21T02:00:00.000+02:00,2018-09-22T02:00:00.000+02:00
ANE,0.0,18.4,4.349397590361448,0.0,2018-09-22T02:00:00.000+02:00,2018-09-23T02:00:00.000+02:00
ANE,0.0,16.0,4.456797583081569,0.0,2018-09-23T02:00:00.000+02:00,2018-09-24T02:00:00.000+02:00
ANE,0.0,13.6,4.995475113122171,0.0,2018-09-24T02:00:00.000+02:00,2018-09-25T02:00:00.000+02:00
ANE,0.0,13.6,5.1073446327683625,0.0,2018-09-25T02:00:00.000+02:00,2018-09-26T02:00:00.000+02:00
ANE,0.8,20.8,6.193777777777777,0.0,2018-09-26T02:00:00.000+02:00,2018-09-27T02:00:00.000+02:00
ANE,0.0,16.0,4.758662613981765,0.0,2018-09-27T02:00:00.000+02:00,2018-09-28T02:00:00.000+02:00
ANE,0.0,16.8,4.288288288288289,0.0,2018-09-28T02:00:00.000+02:00,2018-09-29T02:00:00.000+02:00
ANE,0.0,14.4,4.088622754491013,0.0,2018-09-29T02:00:00.000+02:00,2018-09-30T02:00:00.000+02:00
ANE,0.0,15.2,4.483832335329343,0.0,2018-09-30T02:00:00.000+02:00,2018-10-01T02:00:00.000+02:00
ANE,0.0,27.2,7.28545994065282,10.34,2018-10-01T02:00:00.000+02:00,2018-10-02T02:00:00.000+02:00
ANE,0.0,17.6,4.950447761194033,0.0,2018-10-02T02:00:00.000+02:00,2018-10-03T02:00:00.000+02:00
ANE,0.0,13.6,3.6694610778443106,0.0,2018-10-03T02:00:00.000+02:00,2018-10-04T02:00:00.000+02:00
ANE,0.0,12.0,3.2864864864864876,0.0,2018-10-04T02:00:00.000+02:00,2018-10-05T02:00:00.000+02:00
ANE,0.0,19.2,3.583431952662718,10.9,2018-10-05T02:00:00.000+02:00,2018-10-06T02:00:00.000+02:00
ANE,0.0,24.8,2.7138643067846604,16.78,2018-10-06T02:00:00.000+02:00,2018-10-07T02:00:00.000+02:00
ANE,0.0,13.6,1.6899408284023674,3.91,2018-10-07T02:00:00.000+02:00,2018-10-08T02:00:00.000+02:00
ANE,0.0,13.6,1.8210210210210203,0.0,2018-10-08T02:00:00.000+02:00,2018-10-09T02:00:00.000+02:00
ANE,0.0,12.0,2.7975609756097564,2.52,2018-10-09T02:00:00.000+02:00,2018-10-10T02:00:00.000+02:00
ANE,0.0,13.6,3.607185628742511,0.0,2018-10-10T02:00:00.000+02:00,2018-10-11T02:00:00.000+02:00
ANE,0.0,12.0,2.9397014925373104,0.28,2018-10-11T02:00:00.000+02:00,2018-10-12T02:00:00.000+02:00
ANE,0.0,14.4,3.741389728096675,0.0,2018-10-12T02:00:00.000+02:00,2018-10-13T02:00:00.000+02:00
ANE,0.0,15.2,3.9471471471471404,0.0,2018-10-13T02:00:00.000+02:00,2018-10-14T02:00:00.000+02:00
ANE,0.0,12.0,3.3879518072289136,0.0,2018-10-14T02:00:00.000+02:00,2018-10-15T02:00:00.000+02:00
ANE,0.0,10.4,3.236036036036033,0.0,2018-10-15T02:00:00.000+02:00,2018-10-16T02:00:00.000+02:00
ANE,0.0,20.0,4.140181268882172,0.0,2018-10-16T02:00:00.000+02:00,2018-10-17T02:00:00.000+02:00
ANE,0.0,12.8,3.1904477611940276,0.0,2018-10-17T02:00:00.000+02:00,2018-10-18T02:00:00.000+02:00
ANE,0.0,12.0,3.2670658682634692,0.0,2018-10-18T02:00:00.000+02:00,2018-10-19T02:00:00.000+02:00
ANE,0.0,17.6,3.161561561561562,0.0,2018-10-19T02:00:00.000+02:00,2018-10-20T02:00:00.000+02:00
ANE,0.0,14.4,3.147147147147146,0.0,2018-10-20T02:00:00.000+02:00,2018-10-21T02:00:00.000+02:00
ANE,0.0,24.8,4.456470588235297,16.48,2018-10-21T02:00:00.000+02:00,2018-10-22T02:00:00.000+02:00
ANE,1.6,29.6,9.609726443768997,0.0,2018-10-22T02:00:00.000+02:00,2018-10-23T02:00:00.000+02:00
ANE,0.0,20.0,6.531736526946108,0.0,2018-10-23T02:00:00.000+02:00,2018-10-24T02:00:00.000+02:00
